entity,branch,partnbr,mfgname,mfgpartnbr,description,family,category,Inventory Balance,Sum of Quantity On Hand,_Average Cost,Sum of Latest Cost,Sum of Quantity On Order,Sum of T3M Qty Used,Sum of T6M Qty Used,Sum of TTM Qty Used,Sum of Months of Cover,Last Receipt,status,Network Flag,Network Status,_Weighted T3M,_Weighted T6M,_Weighted TTM,_Weighted Demand,_Weighted Daily Sales,_Target OH QTY,_Rounded OH Target,_Excess QTY,Weeks to Burn,Months to Burn,Branch Flag,Months of Coverage
ABC,Branch 2,03DAW4GX,MANUFACTURER-0040,CODE-2932,Wireless Steel Panel,Service,Point of Sale,133,3,44,40,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,3,16,4,Branch Dead,inf
ABC,Branch 8,03DAW4GX,MANUFACTURER-0040,CODE-2932,Wireless Steel Panel,Service,Point of Sale,44,1,44,40,0,0,0,0,inf,3/24/2022 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 7,03DAW4GX,MANUFACTURER-0040,CODE-2932,Wireless Steel Panel,Service,Point of Sale,44,1,44,40,0,1,0,2,6,8/18/2022 0:00,excess,Network Moving,excess,2.4,0,0.2,2.6,0.007123288,0.52,1,0,0,0,Branch Moving,6
ABC,Branch 10,03DAW4GX,MANUFACTURER-0040,CODE-2932,Wireless Steel Panel,Service,Point of Sale,310,7,44,40,0,0,0,2,42,2/10/2023 0:00,excess,Network Moving,excess,0,0,0.2,0.2,0.000547945,0.04,1,6,1564,391,Branch Moving,42
ABC,Branch 11,03DAW4GX,MANUFACTURER-0040,CODE-2932,Wireless Steel Panel,Service,Point of Sale,133,3,44,40,0,1,0,1,36,12/27/2023 0:00,excess,Network Moving,excess,2.4,0,0.1,2.5,0.006849315,0.5,1,2,42,10.5,Branch Moving,36
ABC,Branch 4,03DAW4GX,MANUFACTURER-0040,CODE-2932,Wireless Steel Panel,Service,Point of Sale,222,5,44,40,0,1,0,1,60,12/27/2023 0:00,excess,Network Moving,excess,2.4,0,0.1,2.5,0.006849315,0.5,1,4,83,20.75,Branch Moving,60
ABC,Branch 5,03DAW4GX,MANUFACTURER-0040,CODE-2932,Wireless Steel Panel,Service,Point of Sale,222,5,44,40,0,0,0,1,60,1/3/2025 0:00,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,4,2086,521.5,Branch Moving,60
ABC,Branch 8,AgbCSoaD,MANUFACTURER-0040,,Modular Plastic Actuator,,,36,4,9,9,0,0,0,0,inf,,excess,NO MPN Information,,0,0,0,0,0,0,0,4,16,4,NO MPN Information,inf
ABC,Branch 8,8gTXCQrL,MANUFACTURER-0040,CODE-2933,Portable Fiber Panel,Service,Point of Sale,28,6,5,0,0,1,0,1,72,3/24/2022 0:00,excess,Network Moving,excess,2.4,0,0.1,2.5,0.006849315,0.5,1,5,104,26,Branch Moving,72
ABC,Branch 2,N8t9ovsm,MANUFACTURER-0040,CODE-2934,Compact Steel Panel,Service,Point of Sale,294,2,147,94.05,0,0,0,0,inf,,dead,Network Dead,dead,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 10,N8t9ovsm,MANUFACTURER-0040,CODE-2934,Compact Steel Panel,Service,Point of Sale,442,3,147,94.05,0,0,0,0,inf,1/14/2020 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,3,16,4,Branch Dead,inf
ABC,Branch 4,08JbrDRg,MANUFACTURER-0040,CODE-2935,Portable Carbon Monitor,Service,Point of Sale,101,1,101,90,0,0,0,0,inf,9/1/2015 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 5,08JbrDRg,MANUFACTURER-0040,CODE-2935,Portable Carbon Monitor,Service,Point of Sale,202,2,101,90,0,0,0,0,inf,1/8/2016 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 10,08JbrDRg,MANUFACTURER-0040,CODE-2935,Portable Carbon Monitor,Service,Point of Sale,909,9,101,90,0,0,0,0,inf,2/10/2023 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,9,16,4,Branch Dead,inf
ABC,Branch 8,DCJbMjz7,MANUFACTURER-0068,CODE-2936,Modular Fiber Actuator,Service,FILTERS,8639,132,65,0,0,0,0,7,226.2857143,3/29/2024 0:00,excess,Network Moving,excess,0,0,0.7,0.7,0.001917808,0.14,1,131,9758,2439.5,Branch Moving,226.2857143
ABC,Branch 8,Dvmm7DsL,MANUFACTURER-0027,CODE-2937,Modular Steel Panel,Service,Point of Sale,1404,4,351,350,0,0,0,0,inf,3/24/2025 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,4,16,4,Branch Dead,inf
ABC,Branch 8,0UrnIFow,MANUFACTURER-0040,,Compact Aluminum Actuator,,,130,2,65,64.22,0,0,0,0,inf,,excess,NO MPN Information,,0,0,0,0,0,0,0,2,16,4,NO MPN Information,inf
ABC,Branch 8,SReWQbFd,MANUFACTURER-0040,CODE-2938,Advanced Carbon Hub,Service,Point of Sale,94,1,94,0,0,0,0,0,inf,,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 5,uzxGLOKB,MANUFACTURER-0040,CODE-2939,Advanced Carbon Transmitter,Service,Point of Sale,947,2,473,229,0,0,0,0,inf,2/1/2018 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 11,IXRiSGAB,MANUFACTURER-0040,CODE-2940,Compact Plastic Transmitter,Service,Point of Sale,284,1,284,297.7,0,0,0,0,inf,,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 3,IXRiSGAB,MANUFACTURER-0040,CODE-2940,Compact Plastic Transmitter,Service,Point of Sale,568,2,284,297.7,0,0,0,0,inf,,dead,Network Dead,dead,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 1,faSi3C9a,MANUFACTURER-0040,CODE-2941,Modular Steel Panel,Service,Point of Sale,4000,2,2000,885,0,0,0,0,inf,7/27/2020 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 2,3cBtWruC,MANUFACTURER-0040,CODE-2942,Advanced Carbon Actuator,,,1528,1,1528,997.5,0,0,0,1,12,,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,0,0,0,Branch Moving,12
ABC,Branch 9,2WiNWuQ2,MANUFACTURER-0040,CODE-2943,Smart Carbon Monitor,Service,Point of Sale,307,1,307,250,0,0,0,0,inf,,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 10,2WiNWuQ2,MANUFACTURER-0040,CODE-2943,Smart Carbon Monitor,Service,Point of Sale,307,1,307,250,0,0,0,0,inf,9/15/2023 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 4,i9I03O4p,MANUFACTURER-0040,CODE-2944,Wireless Steel Transmitter,Service,Point of Sale,229,1,229,315,0,0,0,0,inf,10/17/2023 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 11,i9I03O4p,MANUFACTURER-0040,CODE-2944,Wireless Steel Transmitter,Service,Point of Sale,229,1,229,315,0,1,0,4,3,1/31/2024 0:00,optimal,Network Moving,excess,2.4,0,0.4,2.8,0.007671233,0.56,1,0,0,0,Branch Moving,3
ABC,Branch 9,i9I03O4p,MANUFACTURER-0040,CODE-2944,Wireless Steel Transmitter,Service,Point of Sale,229,1,229,315,0,0,0,1,12,7/18/2024 0:00,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,0,0,0,Branch Moving,12
ABC,Branch 1,mKksHnhW,MANUFACTURER-0040,CODE-2945,Advanced Fiber Actuator,Service,Point of Sale,2700,6,450,450,0,0,0,0,inf,10/19/2020 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,6,16,4,Branch Dead,inf
ABC,Branch 3,mKksHnhW,MANUFACTURER-0040,CODE-2945,Advanced Fiber Actuator,Service,Point of Sale,3600,8,450,450,0,0,0,0,inf,10/26/2020 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,8,16,4,Branch Dead,inf
ABC,Branch 7,jmxZzCwF,MANUFACTURER-0040,,Smart Aluminum Hub,,,3699,1,3699,3950,0,0,0,0,inf,,excess,NO MPN Information,,0,0,0,0,0,0,0,1,16,4,NO MPN Information,inf
ABC,Branch 2,jmxZzCwF,MANUFACTURER-0040,,Smart Aluminum Hub,,,3699,1,3699,3950,0,0,0,0,inf,,excess,NO MPN Information,,0,0,0,0,0,0,0,1,16,4,NO MPN Information,inf
ABC,Branch 4,jmxZzCwF,MANUFACTURER-0040,,Smart Aluminum Hub,,,3699,1,3699,3950,0,-3,0,-4,-3,4/28/2020 0:00,optimal,NO MPN Information,,-7.2,0,-0.4,-7.6,-0.020821918,-1.52,-1,2,0,0,NO MPN Information,-3
ABC,Branch 12,jmxZzCwF,MANUFACTURER-0040,,Smart Aluminum Hub,,,3699,1,3699,3950,0,0,0,1,12,9/30/2024 0:00,excess,NO MPN Information,,0,0,0.1,0.1,0.000273973,0.02,1,0,0,0,NO MPN Information,12
ABC,Branch 2,6jEiO1kB,MANUFACTURER-0040,CODE-2946,Modular Plastic Transmitter,Service,Point of Sale,1247,1,1247,1420.25,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 7,6jEiO1kB,MANUFACTURER-0040,CODE-2946,Modular Plastic Transmitter,Service,Point of Sale,1247,1,1247,1420.25,0,0,0,0,inf,4/9/2024 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 3,6jEiO1kB,MANUFACTURER-0040,CODE-2946,Modular Plastic Transmitter,Service,Point of Sale,3740,3,1247,1420.25,0,0,0,0,inf,6/4/2024 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,3,16,4,Branch Dead,inf
ABC,Branch 5,6jEiO1kB,MANUFACTURER-0040,CODE-2946,Modular Plastic Transmitter,Service,Point of Sale,2493,2,1247,1420.25,0,1,0,1,24,7/8/2024 0:00,excess,Network Moving,excess,2.4,0,0.1,2.5,0.006849315,0.5,1,1,21,5.25,Branch Moving,24
ABC,Branch 10,6jEiO1kB,MANUFACTURER-0040,CODE-2946,Modular Plastic Transmitter,Service,Point of Sale,2493,2,1247,1420.25,0,0,0,4,6,11/26/2024 0:00,excess,Network Moving,excess,0,0,0.4,0.4,0.00109589,0.08,1,1,130,32.5,Branch Moving,6
ABC,Branch 11,Y1CdGwAu,MANUFACTURER-0040,,Smart Carbon Sensor,,,1174,2,587,0,0,0,0,0,inf,,excess,NO MPN Information,,0,0,0,0,0,0,0,2,16,4,NO MPN Information,inf
ABC,Branch 12,Y1CdGwAu,MANUFACTURER-0040,,Smart Carbon Sensor,,,587,1,587,0,0,0,0,0,inf,,excess,NO MPN Information,,0,0,0,0,0,0,0,1,16,4,NO MPN Information,inf
ABC,Branch 2,Y1CdGwAu,MANUFACTURER-0040,,Smart Carbon Sensor,,,1174,2,587,0,0,0,0,0,inf,,excess,NO MPN Information,,0,0,0,0,0,0,0,2,16,4,NO MPN Information,inf
ABC,Branch 7,Y1CdGwAu,MANUFACTURER-0040,,Smart Carbon Sensor,,,587,1,587,0,0,0,0,0,inf,8/25/2015 0:00,excess,NO MPN Information,,0,0,0,0,0,0,0,1,16,4,NO MPN Information,inf
ABC,Branch 10,Y1CdGwAu,MANUFACTURER-0040,,Smart Carbon Sensor,,,1762,3,587,0,0,0,0,0,inf,3/15/2019 0:00,excess,NO MPN Information,,0,0,0,0,0,0,0,3,16,4,NO MPN Information,inf
ABC,Branch 4,Y1CdGwAu,MANUFACTURER-0040,,Smart Carbon Sensor,,,587,1,587,0,0,0,0,0,inf,4/28/2020 0:00,excess,NO MPN Information,,0,0,0,0,0,0,0,1,16,4,NO MPN Information,inf
ABC,Branch 1,Y1CdGwAu,MANUFACTURER-0040,,Smart Carbon Sensor,,,2349,4,587,0,0,0,0,0,inf,7/24/2020 0:00,excess,NO MPN Information,,0,0,0,0,0,0,0,4,16,4,NO MPN Information,inf
ABC,Branch 3,Y1CdGwAu,MANUFACTURER-0040,,Smart Carbon Sensor,,,1174,2,587,0,0,1,0,1,24,3/11/2021 0:00,excess,NO MPN Information,,2.4,0,0.1,2.5,0.006849315,0.5,1,1,21,5.25,NO MPN Information,24
ABC,Branch 5,Y1CdGwAu,MANUFACTURER-0040,,Smart Carbon Sensor,,,5872,10,587,0,0,0,0,0,inf,9/9/2021 0:00,excess,NO MPN Information,,0,0,0,0,0,0,0,10,16,4,NO MPN Information,inf
ABC,Branch 6,elQpSvRk,MANUFACTURER-0040,CODE-2947,Wireless Carbon Hub,Service,Point of Sale,946,1,946,1748,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 10,elQpSvRk,MANUFACTURER-0040,CODE-2947,Wireless Carbon Hub,Service,Point of Sale,946,1,946,1748,0,0,0,0,inf,11/29/2021 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 4,jOga8Gp0,MANUFACTURER-0040,CODE-2948,Wireless Carbon Hub,Service,Point of Sale,1010,2,505,598,0,0,0,0,inf,8/21/2024 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 10,jOga8Gp0,MANUFACTURER-0040,CODE-2948,Wireless Carbon Hub,Service,Point of Sale,1515,3,505,598,0,0,0,1,36,2/18/2025 0:00,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,2,1043,260.75,Branch Moving,36
ABC,Branch 2,uKNnPevn,MANUFACTURER-0040,CODE-2949,Wireless Aluminum Panel,,,1365,2,682,660.25,0,0,0,0,inf,1/28/2025 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 6,WupHa4Jn,MANUFACTURER-0040,,Smart Plastic Panel,,,2724,4,681,253,0,0,0,0,inf,,excess,NO MPN Information,,0,0,0,0,0,0,0,4,16,4,NO MPN Information,inf
ABC,Branch 1,WupHa4Jn,MANUFACTURER-0040,,Smart Plastic Panel,,,681,1,681,253,0,0,0,-1,-12,5/7/2024 0:00,optimal,NO MPN Information,,0,0,-0.1,-0.1,-0.000273973,-0.02,0,1,0,0,NO MPN Information,-12
ABC,Branch 10,2EUyRiBR,MANUFACTURER-0040,CODE-2950,Wireless Steel Transmitter,Service,Point of Sale,249,1,249,253,0,0,0,1,12,,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,0,0,0,Branch Moving,12
ABC,Branch 8,mK2DU1TB,MANUFACTURER-0040,CODE-2951,Modular Carbon Hub,,,322,1,322,322,0,0,0,0,inf,7/1/2024 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 1,qPApjMuT,MANUFACTURER-0040,CODE-2952,Advanced Fiber Sensor,,,3400,8,425,425,0,0,0,0,inf,11/4/2020 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,8,16,4,Branch Dead,inf
ABC,Branch 5,ywgFJoME,MANUFACTURER-0040,CODE-2953,Advanced Plastic Hub,Service,Point of Sale,3867,1,3867,3850,0,1,0,1,12,,excess,Network Moving,excess,2.4,0,0.1,2.5,0.006849315,0.5,1,0,0,0,Branch Moving,12
ABC,Branch 11,ywgFJoME,MANUFACTURER-0040,CODE-2953,Advanced Plastic Hub,Service,Point of Sale,3867,1,3867,3850,0,0,0,2,6,10/22/2024 0:00,excess,Network Moving,excess,0,0,0.2,0.2,0.000547945,0.04,1,0,0,0,Branch Moving,6
ABC,Branch 10,ywgFJoME,MANUFACTURER-0040,CODE-2953,Advanced Plastic Hub,Service,Point of Sale,3867,1,3867,3850,0,0,0,2,6,11/19/2024 0:00,excess,Network Moving,excess,0,0,0.2,0.2,0.000547945,0.04,1,0,0,0,Branch Moving,6
ABC,Branch 2,ywgFJoME,MANUFACTURER-0040,CODE-2953,Advanced Plastic Hub,Service,Point of Sale,11602,3,3867,3850,0,1,0,1,36,5/7/2025 0:00,excess,Network Moving,excess,2.4,0,0.1,2.5,0.006849315,0.5,1,2,42,10.5,Branch Moving,36
ABC,Branch 8,NwnrESrH,MANUFACTURER-0040,CODE-2954,Compact Carbon Sensor,Service,Point of Sale,247,1,247,740,0,0,0,1,12,3/24/2025 0:00,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,0,0,0,Branch Moving,12
ABC,Branch 8,uzfnVZmJ,MANUFACTURER-0040,CODE-2955,Advanced Aluminum Panel,Service,Point of Sale,1786,3,595,740,0,0,0,1,36,,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,2,1043,260.75,Branch Moving,36
ABC,Branch 12,uzfnVZmJ,MANUFACTURER-0040,CODE-2955,Advanced Aluminum Panel,Service,Point of Sale,595,1,595,740,0,0,0,0,inf,1/19/2024 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 3,uzfnVZmJ,MANUFACTURER-0040,CODE-2955,Advanced Aluminum Panel,Service,Point of Sale,4168,7,595,740,0,0,0,1,84,2/14/2024 0:00,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,6,3129,782.25,Branch Moving,84
ABC,Branch 10,uzfnVZmJ,MANUFACTURER-0040,CODE-2955,Advanced Aluminum Panel,Service,Point of Sale,4764,8,595,740,0,0,0,7,13.71428571,7/30/2024 0:00,excess,Network Moving,excess,0,0,0.7,0.7,0.001917808,0.14,1,7,521,130.25,Branch Moving,13.71428571
ABC,Branch 9,uzfnVZmJ,MANUFACTURER-0040,CODE-2955,Advanced Aluminum Panel,Service,Point of Sale,8336,14,595,740,0,0,0,6,28,2/3/2025 0:00,excess,Network Moving,excess,0,0,0.6,0.6,0.001643836,0.12,1,13,1130,282.5,Branch Moving,28
ABC,Branch 11,uzfnVZmJ,MANUFACTURER-0040,CODE-2955,Advanced Aluminum Panel,Service,Point of Sale,2977,5,595,740,0,16,0,43,1.395348837,3/31/2025 0:00,low,Network Moving,excess,38.4,0,4.3,42.7,0.116986301,8.54,9,0,0,0,Branch Moving,1.395348837
ABC,Branch 7,uzfnVZmJ,MANUFACTURER-0040,CODE-2955,Advanced Aluminum Panel,Service,Point of Sale,2977,5,595,740,0,3,0,8,7.5,4/25/2025 0:00,excess,Network Moving,excess,7.2,0,0.8,8,0.021917808,1.6,2,3,20,5,Branch Moving,7.5
ABC,Branch 4,uzfnVZmJ,MANUFACTURER-0040,CODE-2955,Advanced Aluminum Panel,Service,Point of Sale,11909,20,595,740,0,5,0,28,8.571428571,4/25/2025 0:00,excess,Network Moving,excess,12,0,2.8,14.8,0.040547945,2.96,3,17,60,15,Branch Moving,8.571428571
ABC,Branch 2,uzfnVZmJ,MANUFACTURER-0040,CODE-2955,Advanced Aluminum Panel,Service,Point of Sale,11313,19,595,740,0,20,0,37,6.162162162,5/5/2025 0:00,excess,Network Moving,excess,48,0,3.7,51.7,0.141643836,10.34,11,8,8,2,Branch Moving,6.162162162
ABC,Branch 3,x7pqbq3U,MANUFACTURER-0040,,Compact Carbon Hub,,,86,1,86,72,0,0,0,0,inf,3/26/2019 0:00,excess,NO MPN Information,,0,0,0,0,0,0,0,1,16,4,NO MPN Information,inf
ABC,Branch 4,x7pqbq3U,MANUFACTURER-0040,,Compact Carbon Hub,,,519,6,86,72,0,0,0,0,inf,1/25/2021 0:00,excess,NO MPN Information,,0,0,0,0,0,0,0,6,16,4,NO MPN Information,inf
ABC,Branch 8,djRuWze1,MANUFACTURER-0040,CODE-2956,Wireless Plastic Sensor,Service,Point of Sale,90,3,30,30,0,0,0,0,inf,,dead,Network Dead,dead,0,0,0,0,0,0,0,3,16,4,Branch Dead,inf
ABC,Branch 7,yf9l9hab,,CODE-2957,Portable Carbon Sensor,Service,SCANNER,307,1,307,309,0,0,0,0,inf,,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 11,yf9l9hab,,CODE-2957,Portable Carbon Sensor,Service,SCANNER,307,1,307,309,0,0,0,0,inf,8/4/2021 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 5,Al97uAUZ,MANUFACTURER-0040,CODE-2958,Wireless Aluminum Actuator,Service,Point of Sale,70,1,70,71.5,0,0,0,0,inf,2/1/2018 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 8,Al97uAUZ,MANUFACTURER-0040,CODE-2958,Wireless Aluminum Actuator,Service,Point of Sale,70,1,70,71.5,0,0,0,0,inf,3/24/2022 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 8,o5Qz2kfy,MANUFACTURER-0040,,Smart Carbon Panel,,,475,2,238,273,0,0,0,0,inf,,excess,NO MPN Information,,0,0,0,0,0,0,0,2,16,4,NO MPN Information,inf
ABC,Branch 10,o5Qz2kfy,MANUFACTURER-0040,,Smart Carbon Panel,,,713,3,238,273,0,0,0,0,inf,,excess,NO MPN Information,,0,0,0,0,0,0,0,3,16,4,NO MPN Information,inf
ABC,Branch 8,ViZ5C1Km,MANUFACTURER-0040,,Smart Steel Panel,,,134,2,67,66,0,0,0,0,inf,,excess,NO MPN Information,,0,0,0,0,0,0,0,2,16,4,NO MPN Information,inf
ABC,Branch 10,irsSLEOt,MANUFACTURER-0040,,Compact Steel Transmitter,,,1044,12,87,91.5,0,0,0,1,144,,excess,NO MPN Information,,0,0,0.1,0.1,0.000273973,0.02,1,11,5736,1434,NO MPN Information,144
ABC,Branch 4,irsSLEOt,MANUFACTURER-0040,,Compact Steel Transmitter,,,261,3,87,91.5,0,1,0,1,36,,excess,NO MPN Information,,2.4,0,0.1,2.5,0.006849315,0.5,1,2,42,10.5,NO MPN Information,36
ABC,Branch 9,irsSLEOt,MANUFACTURER-0040,,Compact Steel Transmitter,,,522,6,87,91.5,0,0,0,1,72,,excess,NO MPN Information,,0,0,0.1,0.1,0.000273973,0.02,1,5,2607,651.75,NO MPN Information,72
ABC,Branch 10,c6XyXniW,MANUFACTURER-0040,CODE-2959,Modular Carbon Sensor,Service,Point of Sale,429,6,72,71.5,0,0,0,0,inf,8/17/2022 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,6,16,4,Branch Dead,inf
ABC,Branch 8,oriH1tff,MANUFACTURER-0040,CODE-2960,Smart Plastic Hub,,,200,5,40,61.95,0,1,0,1,60,,excess,Network Moving,excess,2.4,0,0.1,2.5,0.006849315,0.5,1,4,83,20.75,Branch Moving,60
ABC,Branch 2,44971hnH,MANUFACTURER-0040,CODE-2961,Smart Aluminum Hub,Service,Point of Sale,551,1,551,525,0,0,0,0,inf,,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 1,44971hnH,MANUFACTURER-0040,CODE-2961,Smart Aluminum Hub,Service,Point of Sale,551,1,551,525,0,0,0,0,inf,4/1/2019 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 12,ByORRcFG,MANUFACTURER-0040,CODE-2962,Compact Steel Sensor,Service,Point of Sale,287,2,143,0,0,0,0,0,inf,,dead,Network Dead,dead,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 10,DXXksClp,MANUFACTURER-0040,CODE-2963,Smart Fiber Hub,Service,Point of Sale,153,1,153,153,0,0,0,0,inf,4/28/2022 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 2,GrfFFabE,MANUFACTURER-0040,CODE-2964,Advanced Carbon Sensor,,,219,1,219,133.3,0,1,0,1,12,,excess,Network Moving,excess,2.4,0,0.1,2.5,0.006849315,0.5,1,0,0,0,Branch Moving,12
ABC,Branch 10,GrfFFabE,MANUFACTURER-0040,CODE-2964,Advanced Carbon Sensor,,,219,1,219,133.3,0,0,0,0,inf,10/6/2020 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 2,lmb69hHk,MANUFACTURER-0040,CODE-2965,Advanced Plastic Panel,Service,Point of Sale,303,2,151,185.25,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 5,lmb69hHk,MANUFACTURER-0040,CODE-2965,Advanced Plastic Panel,Service,Point of Sale,151,1,151,185.25,0,0,0,0,inf,8/20/2019 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 10,lmb69hHk,MANUFACTURER-0040,CODE-2965,Advanced Plastic Panel,Service,Point of Sale,151,1,151,185.25,0,0,0,3,4,8/21/2024 0:00,excess,Network Moving,excess,0,0,0.3,0.3,0.000821918,0.06,1,0,0,0,Branch Moving,4
ABC,Branch 4,lmb69hHk,MANUFACTURER-0040,CODE-2965,Advanced Plastic Panel,Service,Point of Sale,303,2,151,185.25,0,3,0,9,2.666666667,12/11/2024 0:00,optimal,Network Moving,excess,7.2,0,0.9,8.1,0.022191781,1.62,2,0,0,0,Branch Moving,2.666666667
ABC,Branch 3,hVo0OwEv,MANUFACTURER-0040,,Advanced Aluminum Hub,,,504,2,252,216,0,0,0,0,inf,,excess,NO MPN Information,,0,0,0,0,0,0,0,2,16,4,NO MPN Information,inf
ABC,Branch 5,hVo0OwEv,MANUFACTURER-0040,,Advanced Aluminum Hub,,,252,1,252,216,0,0,0,0,inf,,excess,NO MPN Information,,0,0,0,0,0,0,0,1,16,4,NO MPN Information,inf
ABC,Branch 1,hVo0OwEv,MANUFACTURER-0040,,Advanced Aluminum Hub,,,252,1,252,216,0,0,0,2,6,11/17/2023 0:00,excess,NO MPN Information,,0,0,0.2,0.2,0.000547945,0.04,1,0,0,0,NO MPN Information,6
ABC,Branch 2,hVo0OwEv,MANUFACTURER-0040,,Advanced Aluminum Hub,,,1260,5,252,216,0,3,0,3,20,10/14/2024 0:00,excess,NO MPN Information,,7.2,0,0.3,7.5,0.020547945,1.5,2,3,21,5.25,NO MPN Information,20
ABC,Branch 10,hVo0OwEv,MANUFACTURER-0040,,Advanced Aluminum Hub,,,252,1,252,216,0,0,0,0,inf,10/25/2024 0:00,excess,NO MPN Information,,0,0,0,0,0,0,0,1,16,4,NO MPN Information,inf
ABC,Branch 8,hVo0OwEv,MANUFACTURER-0040,,Advanced Aluminum Hub,,,252,1,252,216,0,1,0,1,12,10/30/2024 0:00,excess,NO MPN Information,,2.4,0,0.1,2.5,0.006849315,0.5,1,0,0,0,NO MPN Information,12
ABC,Branch 11,AAHZ9uVd,MANUFACTURER-0040,CODE-2966,Wireless Plastic Panel,Service,Point of Sale,311,1,311,0,0,1,0,1,12,,excess,Network Moving,excess,2.4,0,0.1,2.5,0.006849315,0.5,1,0,0,0,Branch Moving,12
ABC,Branch 10,AAHZ9uVd,MANUFACTURER-0040,CODE-2966,Wireless Plastic Panel,Service,Point of Sale,621,2,311,0,0,0,0,0,inf,2/14/2014 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 2,YW4M9mfD,MANUFACTURER-0040,,Compact Carbon Monitor,,,933,3,311,232.75,0,0,0,0,inf,,excess,NO MPN Information,,0,0,0,0,0,0,0,3,16,4,NO MPN Information,inf
